order_id,order_date,region,category,product,channel,customer_segment,quantity,unit_price,discount_pct,revenue,cost,profit,rating
102678,2024-09-17,West,Beauty,Lipstick,Online,New Customer,4,802.06,5,3047.83,1873.5,1174.33,4.0
102679,2024-01-30,North,Sports,Cricket Bat,In-Store,New Customer,5,1670.89,15,7101.28,4707.42,2393.86,3.0
102680,2023-07-26,South,Home & Kitchen,Air Fryer,Online,Premium Member,5,5687.6,0,28438.0,16131.05,12306.95,
102681,2024-02-27,East,Beauty,Shampoo,In-Store,Returning Customer,4,1078.81,10,3883.72,2919.73,963.99,4.0
102682,2024-09-14,North,Home & Kitchen,Mixer Grinder,In-Store,Returning Customer,4,10194.76,5,38740.09,27672.18,11067.91,5.0
102683,2023-12-27,South,Sports,Dumbbells,Online,New Customer,5,3812.92,15,16204.91,11434.3,4770.61,
102684,2024-01-06,East,Grocery,Tea Pack,In-Store,Returning Customer,1,754.26,0,754.26,519.74,234.52,5.0
102685,2023-06-19,North,Sports,Dumbbells,Online,Returning Customer,2,3192.94,10,5747.29,4498.04,1249.25,3.0
102686,2024-06-07,East,Beauty,Shampoo,In-Store,New Customer,1,1267.24,5,1203.88,711.91,491.97,5.0
102687,2023-08-05,East,Home & Kitchen,Cookware Set,In-Store,Returning Customer,4,10720.14,0,42880.56,30884.24,11996.32,
102688,2023-03-08,South,Home & Kitchen,Cookware Set,Online,Returning Customer,3,2981.59,5,8497.53,4997.05,3500.48,
102689,2023-04-23,East,Home & Kitchen,Cookware Set,In-Store,New Customer,4,6114.65,5,23235.67,16856.39,6379.28,3.0
102690,2023-09-09,East,Clothing,Jeans,Online,,4,1978.27,10,7121.77,5466.45,1655.32,5.0
102691,2024-02-28,West,Home & Kitchen,Vacuum Cleaner,In-Store,Returning Customer,2,6127.84,0,12255.68,8509.88,3745.8,5.0
102692,2023-09-13,West,Beauty,Sunscreen,Online,Returning Customer,2,612.9,15,1041.93,755.64,286.29,4.0
102693,2023-11-04,East,Home & Kitchen,Cookware Set,In-Store,Returning Customer,5,3528.82,0,17644.1,11082.09,6562.01,1.0
102694,2023-07-26,South,Home & Kitchen,Cookware Set,Online,Returning Customer,1,2159.72,0,2159.72,1306.92,852.8,5.0
102695,2023-11-04,East,Beauty,Shampoo,Online,Returning Customer,1,631.53,10,568.38,473.34,95.04,4.0
102696,2023-10-13,East,Beauty,Sunscreen,In-Store,New Customer,2,676.66,0,1353.32,977.32,376.0,3.0
102697,2023-09-26,North,Clothing,T-Shirt,In-Store,Returning Customer,5,1243.94,0,6219.7,4068.65,2151.05,5.0
102698,2023-04-27,North,Sports,Yoga Mat,In-Store,Returning Customer,4,3830.28,10,13789.01,9970.26,3818.75,
102699,2023-08-01,West,Home & Kitchen,Cookware Set,Online,Returning Customer,4,5174.13,5,19661.69,15304.53,4357.16,
102700,2024-07-10,North,Sports,Dumbbells,Online,Returning Customer,4,5016.92,10,18060.91,12584.78,5476.13,3.0
102701,2024-02-26,West,Electronics,Laptop,Online,New Customer,2,32542.46,0,65084.92,44961.1,20123.82,
102702,2023-02-12,West,Clothing,Jacket,Online,New Customer,4,1521.78,0,6087.12,4288.73,1798.39,
102703,2024-01-18,East,Home & Kitchen,Air Fryer,Online,Returning Customer,3,1533.2,10,4139.64,3025.5,1114.14,1.0
102704,2023-01-08,East,Electronics,Laptop,In-Store,Premium Member,3,20610.07,5,58738.7,39377.82,19360.88,4.0
102705,2023-11-09,South,Grocery,Snacks Combo,Online,Returning Customer,1,554.25,0,554.25,415.64,138.61,
102706,2024-09-13,North,Clothing,T-Shirt,Online,Returning Customer,2,1172.92,0,2345.84,1408.08,937.76,4.0
102707,2023-08-01,South,Beauty,Face Wash,Online,Returning Customer,1,393.93,15,334.84,236.22,98.62,5.0
102708,2024-04-19,East,Electronics,Laptop,Online,Returning Customer,1,40970.91,0,40970.91,25245.85,15725.06,4.0
102709,2024-09-18,North,Home & Kitchen,Vacuum Cleaner,Online,Premium Member,5,11395.69,5,54129.53,33558.21,20571.32,5.0
102710,2024-08-25,North,Clothing,Dress,Online,New Customer,4,1924.11,10,6926.8,4403.81,2522.99,4.0
102711,2023-02-03,South,Sports,Yoga Mat,Online,New Customer,3,2026.0,0,6078.0,3766.88,2311.12,2.0
102712,2023-09-01,West,Electronics,Smartphone,Online,Returning Customer,4,34112.11,0,136448.44,100717.7,35730.74,
102713,2023-10-04,North,Electronics,Smartphone,In-Store,Returning Customer,5,18954.42,5,90033.49,65423.12,24610.37,4.0
102714,2024-01-01,South,Clothing,Jacket,In-Store,Returning Customer,1,708.72,10,637.85,523.28,114.57,3.0
102715,2023-09-21,South,Electronics,Headphones,Online,Returning Customer,1,10600.37,0,10600.37,7196.44,3403.93,
102716,2023-03-29,North,Home & Kitchen,Cookware Set,In-Store,Premium Member,1,2253.35,5,2140.68,1387.14,753.54,
102717,2024-09-19,North,Electronics,Headphones,In-Store,Premium Member,5,38692.3,0,193461.5,117873.81,75587.69,
102718,2024-11-25,West,Electronics,Smartphone,Online,New Customer,1,15205.24,10,13684.72,10593.74,3090.98,5.0
102719,2024-05-24,East,Grocery,Rice 5kg,Online,Returning Customer,4,729.31,5,2771.38,1618.1,1153.28,
102720,2023-12-14,South,Clothing,T-Shirt,In-Store,New Customer,5,2234.03,15,9494.63,6733.02,2761.61,3.0
102721,2023-10-09,South,Home & Kitchen,Air Fryer,Online,Returning Customer,1,8645.43,0,8645.43,6295.28,2350.15,5.0
102722,2023-01-22,West,Sports,Cricket Bat,Online,Returning Customer,2,3585.87,5,6813.15,4646.76,2166.39,5.0
102723,2023-09-16,North,Clothing,Jacket,In-Store,Premium Member,4,2426.73,0,9706.92,6204.92,3502.0,4.0
102724,2023-12-25,South,Clothing,Sneakers,Online,Returning Customer,3,1807.73,0,5423.19,3393.05,2030.14,
102725,2024-10-09,East,Grocery,Tea Pack,In-Store,Returning Customer,4,324.05,5,1231.39,901.18,330.21,
102726,2024-02-25,South,Beauty,Lipstick,In-Store,Returning Customer,3,551.94,5,1573.03,1191.27,381.76,5.0
102727,2023-05-12,West,Grocery,Cooking Oil,Online,Returning Customer,2,216.29,0,432.58,251.19,181.39,
102728,2024-08-16,West,Electronics,Smartphone,In-Store,Returning Customer,1,32679.38,0,32679.38,23085.76,9593.62,4.0
102729,2023-03-25,West,Grocery,Tea Pack,In-Store,Premium Member,2,858.45,5,1631.06,979.52,651.54,4.0
102730,2023-09-06,West,Beauty,Lipstick,Online,Returning Customer,4,1596.95,5,6068.41,4253.33,1815.08,4.0
102731,2023-02-02,South,Home & Kitchen,Vacuum Cleaner,In-Store,Returning Customer,4,5594.52,10,20140.27,14037.16,6103.11,5.0
102732,2023-04-09,East,Grocery,Cooking Oil,Online,Returning Customer,4,472.76,5,1796.49,1291.85,504.64,
102733,2024-05-04,South,Sports,Dumbbells,In-Store,Returning Customer,1,2565.51,5,2437.23,1823.88,613.35,4.0
102734,2023-03-28,North,Clothing,Dress,Online,Returning Customer,4,549.37,0,2197.48,1232.8,964.68,3.0
102735,2023-11-10,North,Beauty,Sunscreen,Online,Premium Member,2,840.39,0,1680.78,1031.53,649.25,3.0
102736,2023-12-21,East,Home & Kitchen,Air Fryer,In-Store,Returning Customer,5,9260.27,0,46301.35,30013.77,16287.58,3.0
102737,2023-01-22,North,Electronics,Headphones,In-Store,Returning Customer,4,21793.32,10,78455.95,57803.13,20652.82,5.0
102738,2023-03-02,North,Beauty,Sunscreen,Online,Returning Customer,5,1170.35,0,5851.75,4027.56,1824.19,4.0
102739,2023-07-31,north,Clothing,Jacket,In-Store,Returning Customer,5,1742.83,20,6971.32,5303.24,1668.08,
102740,2023-08-11,West,Clothing,Jeans,Online,Premium Member,1,1506.8,5,1431.46,1063.52,367.94,5.0
102741,2023-12-14,West,Sports,Dumbbells,Online,Returning Customer,5,2324.95,0,11624.75,6783.23,4841.52,2.0
102742,2023-02-11,East,Electronics,Laptop,In-Store,Premium Member,1,35036.36,10,31532.72,22718.18,8814.54,
102743,2023-07-06,South,Electronics,Laptop,Online,Returning Customer,5,19899.29,5,94521.63,70434.78,24086.85,
102744,2023-07-15,North,Sports,Dumbbells,Online,Premium Member,4,909.82,5,3457.32,2108.78,1348.54,
102745,2024-12-09,South,Clothing,Dress,Online,Returning Customer,2,2275.37,0,4550.74,3003.81,1546.93,5.0
102746,2024-04-13,South,Grocery,Cooking Oil,Online,Returning Customer,4,110.56,10,398.02,245.59,152.43,4.0
102747,2023-10-21,North,Sports,Cricket Bat,Online,New Customer,2,5525.39,0,11050.78,7870.54,3180.24,
102748,2023-04-25,West,Beauty,Face Wash,In-Store,Returning Customer,5,996.14,15,4233.59,3506.54,727.05,5.0
102749,2024-12-07,South,Beauty,Lipstick,In-Store,New Customer,3,222.6,10,601.02,373.49,227.53,5.0
102750,2024-06-15,South,Electronics,Smartwatch,Online,New Customer,2,30326.36,0,60652.72,37689.01,22963.71,5.0
102751,2023-12-05,South,Grocery,Rice 5kg,Online,Returning Customer,2,276.39,0,552.78,392.79,159.99,5.0
102752,2023-12-27,North,Clothing,Jeans,In-Store,New Customer,5,2180.41,10,9811.84,6102.68,3709.16,4.0
102753,2024-02-26,south,Beauty,Sunscreen,Online,New Customer,5,852.45,0,4262.25,3101.99,1160.26,
102754,2024-10-21,West,Beauty,Shampoo,Online,New Customer,1,1650.88,5,1568.34,1115.94,452.4,
102755,2023-11-17,South,Electronics,Headphones,Online,Returning Customer,4,33932.82,0,135731.28,81343.55,54387.73,3.0
102756,2023-01-01,East,Clothing,Sneakers,In-Store,New Customer,3,2948.68,15,7519.13,5873.29,1645.84,4.0
102757,2024-10-26,South,Home & Kitchen,Mixer Grinder,Online,Premium Member,5,9318.55,10,41933.48,27400.54,14532.94,
102758,2024-06-07,West,Grocery,Rice 5kg,Online,New Customer,2,737.94,0,1475.88,891.42,584.46,2.0
102759,2024-02-16,North,Grocery,Rice 5kg,In-Store,Returning Customer,4,468.88,15,1594.19,1094.12,500.07,
102760,2023-07-31,West,Home & Kitchen,Cookware Set,Online,Returning Customer,4,1302.88,0,5211.52,2866.59,2344.93,4.0
102761,2023-07-02,North,Sports,Cricket Bat,In-Store,Returning Customer,2,574.07,0,1148.14,713.49,434.65,
102762,2024-10-17,North,Clothing,Jeans,In-Store,Returning Customer,3,1426.87,10,3852.55,2532.84,1319.71,4.0
102763,2024-06-25,West,Clothing,Dress,In-Store,Premium Member,1,2559.01,5,2431.06,1604.57,826.49,5.0
102764,2024-10-22,East,Clothing,T-Shirt,In-Store,Returning Customer,5,2414.64,0,12073.2,6827.22,5245.98,4.0
102765,2024-04-03,West,Clothing,Jacket,Online,New Customer,3,2210.57,20,5305.37,4349.19,956.18,2.0
102766,2023-09-05,North,Home & Kitchen,Vacuum Cleaner,Online,Returning Customer,1,9276.29,0,9276.29,5611.7,3664.59,
102767,2024-05-30,East,Grocery,Tea Pack,In-Store,Returning Customer,5,656.52,20,2626.08,1905.47,720.61,5.0
102768,2023-06-06,West,Home & Kitchen,Mixer Grinder,In-Store,Premium Member,1,9910.67,0,9910.67,7432.03,2478.64,4.0
102769,2024-03-27,North,Electronics,Laptop,Online,New Customer,1,22613.94,5,21483.24,13414.77,8068.47,1.0
102770,2024-02-17,North,Grocery,Rice 5kg,In-Store,Returning Customer,1,698.48,0,698.48,439.17,259.31,5.0
102771,2023-06-10,East,Home & Kitchen,Air Fryer,Online,New Customer,1,3616.81,10,3255.13,2565.19,689.94,2.0
102772,2023-10-13,South,Electronics,Smartwatch,In-Store,Returning Customer,4,7251.1,5,27554.18,21459.63,6094.55,4.0
102773,2023-03-08,East,Clothing,Jeans,Online,Premium Member,1,2443.91,0,2443.91,1532.79,911.12,4.0
102774,2024-09-27,South,Beauty,Face Wash,In-Store,Premium Member,2,279.11,10,502.4,410.29,92.11,4.0
102775,2024-11-22,North,Electronics,Smartphone,In-Store,Returning Customer,3,4429.7,0,13289.1,9848.57,3440.53,4.0
102776,2023-09-12,South,Electronics,Bluetooth Speaker,Online,Premium Member,2,40071.58,5,76136.0,53060.8,23075.2,4.0
102777,2024-11-04,South,Home & Kitchen,Vacuum Cleaner,In-Store,Returning Customer,3,4355.92,15,11107.6,7538.2,3569.4,4.0
102778,2024-02-04,East,Sports,Running Shoes,Online,Returning Customer,1,2270.16,10,2043.14,1354.33,688.81,3.0
102779,2024-03-26,East,Beauty,Sunscreen,Online,New Customer,1,1110.1,10,999.09,669.09,330.0,
102780,2024-06-01,East,Grocery,Rice 5kg,Online,Returning Customer,2,565.87,5,1075.15,812.96,262.19,4.0
102781,2024-10-18,East,Beauty,Lipstick,In-Store,Premium Member,4,1184.43,0,4737.72,2732.02,2005.7,4.0
102782,2023-04-04,South,Home & Kitchen,Vacuum Cleaner,Online,Returning Customer,2,2142.49,10,3856.48,2674.31,1182.17,4.0
102783,2023-04-18,West,Grocery,Tea Pack,Online,New Customer,4,424.49,0,1697.96,979.58,718.38,4.0
102784,2023-12-27,West,Grocery,Tea Pack,Online,Premium Member,5,455.28,5,2162.58,1448.11,714.47,
102785,2024-09-01,East,Electronics,Smartwatch,In-Store,,5,15393.99,10,69272.96,56383.74,12889.22,4.0
102786,2023-05-11,East,Beauty,Shampoo,In-Store,New Customer,3,1303.24,5,3714.23,2196.11,1518.12,4.0
102787,2023-12-12,North,Grocery,Tea Pack,In-Store,New Customer,2,209.47,10,377.05,247.88,129.17,3.0
102788,2024-11-08,West,Grocery,Rice 5kg,In-Store,Returning Customer,1,502.98,20,402.38,298.41,103.97,3.0
102789,2024-04-10,East,Clothing,Jacket,In-Store,New Customer,2,536.63,10,965.93,804.37,161.56,
102790,2024-07-09,East,Home & Kitchen,Cookware Set,In-Store,Returning Customer,2,10687.34,0,21374.68,15414.75,5959.93,4.0
102791,2024-03-17,West,Beauty,Face Wash,In-Store,New Customer,3,813.99,5,2319.87,1583.82,736.05,4.0
102792,2023-06-09,North,Grocery,Tea Pack,Online,New Customer,5,824.02,0,4120.1,2299.37,1820.73,4.0
102793,2023-02-24,South,Beauty,Face Wash,Online,Returning Customer,3,433.1,5,1234.34,916.94,317.4,1.0
102794,2023-10-17,West,Electronics,Bluetooth Speaker,Online,Returning Customer,4,15225.88,10,54813.17,44425.16,10388.01,5.0
102795,2024-05-10,East,Clothing,T-Shirt,In-Store,Returning Customer,4,315.26,0,1261.04,699.22,561.82,5.0
102796,2023-06-28,East,Home & Kitchen,Vacuum Cleaner,In-Store,Returning Customer,3,8635.19,10,23315.01,17874.67,5440.34,5.0
102797,2024-07-12,South,Sports,Yoga Mat,In-Store,Returning Customer,4,2716.94,0,10867.76,7400.69,3467.07,4.0
102798,2023-12-06,North,Grocery,Cooking Oil,Online,Returning Customer,5,99.3,0,496.5,364.41,132.09,4.0
102799,2023-04-20,South,Home & Kitchen,Cookware Set,In-Store,Premium Member,4,2071.77,20,6629.66,4729.53,1900.13,3.0
102800,2024-03-18,West,Beauty,Lipstick,Online,Premium Member,5,532.98,0,2664.9,1851.79,813.11,
102801,2023-05-22,East,Electronics,Smartwatch,Online,Premium Member,4,27708.49,10,99750.56,81723.82,18026.74,
102802,2023-09-07,East,Home & Kitchen,Mixer Grinder,Online,Premium Member,5,9184.69,10,41331.11,30612.25,10718.86,5.0
102803,2023-06-29,North,Home & Kitchen,Cookware Set,Online,Premium Member,2,8092.15,10,14565.87,9958.88,4606.99,4.0
102804,2023-11-12,North,Beauty,Sunscreen,Online,New Customer,1,789.84,10,710.86,494.11,216.75,5.0
102805,2024-05-16,West,Home & Kitchen,Cookware Set,In-Store,Returning Customer,5,7757.89,5,36849.98,23198.58,13651.4,3.0
102806,2023-05-25,South,Home & Kitchen,Air Fryer,Online,Premium Member,2,1009.73,15,1716.54,1243.74,472.8,3.0
102807,2024-06-15,South,Clothing,Sneakers,In-Store,New Customer,3,3238.27,5,9229.07,5838.83,3390.24,
102808,2023-08-16,east,Clothing,Dress,Online,Returning Customer,3,2559.68,10,6911.14,5047.28,1863.86,4.0
102809,2024-03-13,West,Grocery,Rice 5kg,Online,New Customer,3,532.87,0,1598.61,1090.61,508.0,4.0
102810,2024-11-15,South,Home & Kitchen,Vacuum Cleaner,In-Store,Returning Customer,4,8389.1,0,33556.4,20703.84,12852.56,5.0
102811,2023-02-26,West,Electronics,Smartphone,In-Store,Returning Customer,1,15054.34,0,15054.34,10499.72,4554.62,
102812,2023-02-22,North,Grocery,Tea Pack,Online,Premium Member,5,157.28,10,707.76,464.3,243.46,5.0
102813,2024-07-30,North,Home & Kitchen,Air Fryer,Online,Returning Customer,2,8811.96,10,15861.53,10355.88,5505.65,
102814,2023-06-27,East,Home & Kitchen,Mixer Grinder,In-Store,Premium Member,1,7263.17,0,7263.17,5030.55,2232.62,3.0
102815,2024-11-27,East,Sports,Running Shoes,Online,New Customer,4,3457.95,5,13140.21,9820.19,3320.02,4.0
102816,2024-09-20,South,Grocery,Cooking Oil,Online,New Customer,3,611.16,5,1741.81,1148.23,593.58,2.0
102817,2023-03-28,North,Home & Kitchen,Cookware Set,In-Store,New Customer,5,11346.53,5,53896.02,38284.06,15611.96,2.0
102818,2024-11-03,West,Grocery,Snacks Combo,Online,New Customer,5,289.86,0,1449.3,960.97,488.33,4.0
102819,2023-11-18,North,Grocery,Tea Pack,Online,Premium Member,5,565.68,10,2545.56,2110.08,435.48,5.0
102820,2024-08-02,East,Sports,Cricket Bat,Online,New Customer,5,5745.55,0,28727.75,20874.48,7853.27,
102821,2023-04-28,East,Grocery,Cooking Oil,Online,New Customer,1,473.26,5,449.6,263.13,186.47,1.0
102822,2023-11-10,East,Beauty,Shampoo,In-Store,Returning Customer,1,1420.81,0,1420.81,984.95,435.86,
102823,2024-01-28,East,Sports,Dumbbells,In-Store,Returning Customer,4,5144.41,0,20577.64,12382.64,8195.0,4.0
102824,2024-01-13,North,Clothing,Jeans,Online,New Customer,1,370.66,5,352.13,272.81,79.32,5.0
102825,2024-06-04,South,Electronics,Smartwatch,In-Store,Returning Customer,1,42075.77,0,42075.77,28966.53,13109.24,5.0
102826,2024-05-16,East,Clothing,Sneakers,In-Store,Returning Customer,1,1275.24,5,1211.48,888.34,323.14,4.0
102827,2023-02-21,North,Home & Kitchen,Cookware Set,In-Store,Returning Customer,3,3457.75,10,9335.93,7596.52,1739.41,
102828,2023-09-11,North,Clothing,Sneakers,Online,Returning Customer,2,3171.67,10,5709.01,4524.08,1184.93,1.0
102829,2023-12-05,East,Clothing,Jeans,In-Store,New Customer,3,2122.58,0,6367.74,4034.58,2333.16,4.0
102830,2023-05-12,North,Electronics,Smartwatch,Online,Returning Customer,2,20435.15,0,40870.3,30193.18,10677.12,2.0
102831,2023-11-28,South,Sports,Yoga Mat,Online,New Customer,1,460.19,10,414.17,300.3,113.87,
102832,2024-09-03,South,Home & Kitchen,Vacuum Cleaner,Online,Returning Customer,3,10913.21,10,29465.67,20158.21,9307.46,1.0
102833,2024-05-02,east,Electronics,Smartphone,Online,New Customer,5,29352.33,0,146761.65,88722.97,58038.68,
102834,2023-06-04,East,Clothing,T-Shirt,In-Store,New Customer,5,835.95,5,3970.76,2610.21,1360.55,3.0
102835,2024-10-04,South,Beauty,Shampoo,Online,Returning Customer,1,1315.18,0,1315.18,787.82,527.36,1.0
102836,2023-12-31,North,Grocery,Snacks Combo,Online,New Customer,1,272.0,0,272.0,159.98,112.02,4.0
102837,2024-03-25,West,Electronics,Smartphone,Online,Returning Customer,5,37501.81,15,159382.69,134059.83,25322.86,
102838,2023-08-18,East,Beauty,Face Wash,Online,New Customer,4,1556.99,0,6227.96,3553.47,2674.49,
102839,2023-10-26,East,Beauty,Sunscreen,Online,Premium Member,1,1123.51,10,1011.16,644.1,367.06,2.0
102840,2023-09-07,North,Home & Kitchen,Cookware Set,In-Store,New Customer,1,10307.73,15,8761.57,7112.68,1648.89,
102841,2023-02-26,North,Electronics,Smartwatch,In-Store,Premium Member,2,20652.83,15,35109.81,28815.97,6293.84,2.0
102842,2023-01-23,South,Beauty,Lipstick,Online,New Customer,1,479.13,0,479.13,295.24,183.89,
102843,2024-06-25,North,Grocery,Snacks Combo,Online,New Customer,1,262.2,10,235.98,180.68,55.3,2.0
102844,2024-11-24,West,Beauty,Shampoo,Online,Returning Customer,1,867.43,10,780.69,564.51,216.18,3.0
102845,2023-06-06,East,Grocery,Cooking Oil,In-Store,Returning Customer,4,428.56,10,1542.82,1257.88,284.94,4.0
102846,2024-08-27,South,Home & Kitchen,Cookware Set,Online,Returning Customer,2,6035.65,0,12071.3,7787.92,4283.38,
102847,2024-12-11,West,Grocery,Cooking Oil,In-Store,Premium Member,2,722.15,0,1444.3,871.05,573.25,
102848,2024-02-07,South,Sports,Dumbbells,Online,New Customer,5,510.11,5,2423.02,1794.87,628.15,5.0
102849,2023-01-05,South,Grocery,Cooking Oil,Online,New Customer,5,351.18,0,1755.9,1020.89,735.01,
102850,2023-09-13,West,Home & Kitchen,Air Fryer,In-Store,Premium Member,1,1634.99,0,1634.99,929.61,705.38,
102851,2023-02-21,East,Beauty,Lipstick,Online,Returning Customer,3,713.29,10,1925.88,1232.15,693.73,5.0
102852,2023-02-12,South,Clothing,Sneakers,Online,Premium Member,2,368.66,0,737.32,510.21,227.11,4.0
102853,2023-10-29,East,Grocery,Rice 5kg,In-Store,Premium Member,3,731.52,10,1975.1,1459.01,516.09,
102854,2023-06-14,West,Grocery,Tea Pack,Online,New Customer,1,801.74,0,801.74,465.91,335.83,
102855,2023-09-04,South,Sports,Yoga Mat,Online,New Customer,1,5998.3,5,5698.38,3499.55,2198.83,4.0
102856,2023-03-29,East,Home & Kitchen,Mixer Grinder,In-Store,New Customer,2,2817.59,0,5635.18,3559.99,2075.19,
102857,2024-09-12,East,Clothing,T-Shirt,Online,New Customer,2,1519.28,10,2734.7,2274.9,459.8,5.0
102858,2024-06-30,South,Clothing,Jeans,In-Store,Premium Member,4,319.74,10,1151.06,729.59,421.47,
102859,2023-07-20,West,Beauty,Sunscreen,Online,Returning Customer,2,1365.15,5,2593.78,1867.08,726.7,4.0
102860,2024-11-24,North,Home & Kitchen,Mixer Grinder,In-Store,Returning Customer,3,9438.25,0,28314.75,20642.03,7672.72,5.0
102861,2023-09-27,North,Home & Kitchen,Cookware Set,Online,New Customer,1,9729.69,10,8756.72,5467.5,3289.22,
102862,2024-08-07,North,Beauty,Shampoo,In-Store,Returning Customer,2,1737.15,10,3126.87,2551.72,575.15,4.0
102863,2024-02-27,North,Beauty,Shampoo,Online,New Customer,1,1171.97,0,1171.97,862.78,309.19,4.0
102864,2024-06-19,South,Electronics,Headphones,Online,New Customer,4,22506.68,5,85525.38,58234.24,27291.14,3.0
102865,2024-08-30,West,Clothing,Jacket,In-Store,New Customer,3,1362.01,15,3473.13,3019.81,453.32,4.0
102866,2024-07-14,East,Beauty,Shampoo,In-Store,New Customer,2,817.03,5,1552.36,975.25,577.11,5.0
102867,2024-05-28,West,Clothing,Jacket,In-Store,Returning Customer,4,3221.38,5,12241.24,9267.99,2973.25,
102868,2024-09-18,North,Beauty,Lipstick,Online,Returning Customer,2,394.48,0,788.96,504.55,284.41,4.0
102869,2024-08-22,South,Beauty,Shampoo,In-Store,New Customer,5,825.51,5,3921.17,2423.85,1497.32,
102870,2023-07-08,West,Sports,Running Shoes,Online,Premium Member,3,5887.8,0,17663.4,12544.13,5119.27,
102871,2024-03-12,South,Home & Kitchen,Cookware Set,In-Store,Premium Member,4,6224.45,0,24897.8,17166.97,7730.83,3.0
102872,2024-12-01,West,Home & Kitchen,Cookware Set,Online,Premium Member,2,5390.21,10,9702.38,7385.06,2317.32,
102873,2024-01-22,East,Grocery,Tea Pack,In-Store,Returning Customer,2,145.38,10,261.68,188.43,73.25,
102874,2024-07-07,East,Home & Kitchen,Air Fryer,Online,Returning Customer,4,3676.19,5,13969.52,8145.37,5824.15,3.0
102875,2024-11-04,North,Beauty,Sunscreen,Online,Returning Customer,3,1644.3,5,4686.25,3014.04,1672.21,4.0
102876,2024-04-30,East,Beauty,Face Wash,Online,New Customer,2,1227.53,5,2332.31,1609.65,722.66,4.0
102877,2024-10-24,West,Sports,Yoga Mat,Online,Premium Member,3,4201.32,0,12603.96,7457.94,5146.02,5.0
102878,2024-09-15,East,Clothing,Jacket,Online,Returning Customer,2,749.79,5,1424.6,940.84,483.76,4.0
102879,2024-07-30,North,Home & Kitchen,Vacuum Cleaner,In-Store,New Customer,2,5027.24,10,9049.03,5819.18,3229.85,5.0
102880,2024-08-10,East,Clothing,Dress,Online,Returning Customer,1,2428.9,5,2307.46,1746.4,561.06,4.0
102881,2023-06-18,South,Beauty,Lipstick,In-Store,New Customer,3,704.77,0,2114.31,1364.73,749.58,5.0
102882,2024-05-31,West,Sports,Yoga Mat,Online,New Customer,4,680.98,0,2723.92,1733.05,990.87,3.0
102883,2023-11-18,West,Electronics,Smartphone,In-Store,Returning Customer,3,43378.2,0,130134.6,83285.49,46849.11,
102884,2023-12-23,East,Clothing,Jacket,In-Store,Returning Customer,4,1058.66,0,4234.64,2752.03,1482.61,5.0
102885,2024-08-25,East,Sports,Yoga Mat,Online,New Customer,4,5748.08,10,20693.09,12930.03,7763.06,1.0
102886,2024-08-02,West,Electronics,Bluetooth Speaker,Online,New Customer,4,11435.2,0,45740.8,25260.0,20480.8,3.0
102887,2023-05-23,East,Beauty,Shampoo,Online,Returning Customer,1,1438.03,5,1366.13,938.7,427.43,4.0
102888,2024-02-29,South,Electronics,Smartwatch,In-Store,New Customer,1,24848.2,5,23605.79,16536.34,7069.45,5.0
102889,2023-06-02,South,Home & Kitchen,Air Fryer,In-Store,New Customer,1,3775.15,0,3775.15,2193.23,1581.92,5.0
102890,2024-10-21,East,Clothing,Jeans,In-Store,Premium Member,5,1936.76,0,9683.8,6331.87,3351.93,
102891,2024-08-10,East,Electronics,Smartphone,Online,New Customer,1,21856.14,0,21856.14,12729.2,9126.94,
102892,2024-08-24,South,Sports,Running Shoes,Online,Returning Customer,4,4995.78,5,18983.96,13386.71,5597.25,2.0
102893,2024-03-01,South,Home & Kitchen,Air Fryer,Online,Returning Customer,2,10802.07,0,21604.14,15886.69,5717.45,
102894,2023-09-11,West,Electronics,Smartphone,Online,New Customer,3,10607.8,0,31823.4,20754.69,11068.71,2.0
102895,2023-02-04,North,Grocery,Rice 5kg,Online,Returning Customer,5,700.66,0,3503.3,2259.21,1244.09,
102896,2024-03-20,North,Grocery,Snacks Combo,Online,Returning Customer,4,604.67,0,2418.68,1630.26,788.42,4.0
102897,2023-08-03,South,Grocery,Cooking Oil,Online,Premium Member,2,483.52,0,967.04,717.08,249.96,4.0
102898,2024-08-19,West,Home & Kitchen,Mixer Grinder,Online,New Customer,4,7835.08,15,26639.27,20613.67,6025.6,4.0
102899,2024-02-19,North,Clothing,T-Shirt,In-Store,Premium Member,2,2686.67,0,5373.34,3896.95,1476.39,
102900,2023-08-10,East,Clothing,Jacket,Online,Returning Customer,3,3364.69,0,10094.07,5560.49,4533.58,4.0
102901,2024-07-21,South,Sports,Dumbbells,Online,Returning Customer,5,4740.14,0,23700.7,15232.42,8468.28,4.0
102902,2024-05-04,North,Beauty,Face Wash,Online,Returning Customer,5,977.16,0,4885.8,2811.41,2074.39,4.0
102903,2023-08-14,West,Home & Kitchen,Cookware Set,Online,New Customer,2,7633.6,5,14503.84,11205.41,3298.43,4.0
102904,2023-05-17,West,Grocery,Rice 5kg,Online,Returning Customer,4,516.83,0,2067.32,1481.6,585.72,
102905,2023-01-19,South,Clothing,Sneakers,Online,Returning Customer,4,1037.84,0,4151.36,2780.48,1370.88,4.0
102906,2024-03-12,South,Sports,Cricket Bat,Online,New Customer,2,2262.16,0,4524.32,2767.78,1756.54,5.0
102907,2024-08-09,East,Sports,Dumbbells,In-Store,Returning Customer,4,5569.27,10,20049.37,15242.62,4806.75,4.0
